answer,subject,choice_3,choice_2,choice_1,choice_0,question
1,miscellaneous,گولگی اپریٹس,مائٹوکونڈریا,کلوروپلاسٹ,نیوکلئس,کون سا آرگنیل بنیادی طور پر فتوسنتھیس کے لیے ذمہ دار ہے؟
3,miscellaneous,منیاپولس,نیویارک,شکاگو,ڈلاس,ٹی وی کا 'دی میری ٹائلر مور شو' کس شہر میں سیٹ ہے؟
2,miscellaneous,سقراط,ہومر,افلاطون,سوفوکلس,کس یونانی شاعر نے 'The Iliad' اور 'Odyssey' لکھا؟
2,miscellaneous,ویب سائٹ ڈیزائنر,داخلی ڈیزائنر,گرافک ڈیزائنر,فیشن ڈیزائنر,سیٹ کام 'ڈیزائننگ ویمن' پر ڈیلٹا برک کے کردار کا کام کیا ہے؟
1,miscellaneous,باہمی تعلیم,بک پاس,K-W-L چارٹ,مرتکز دائرے,مندرجہ ذیل میں سے کون سی سرگرمیاں ایک استاد کو ڈیٹا اکٹھا کرنے میں بہترین مدد کرے گی جو طلباء کی انفرادی ضروریات کو پورا کرنے کے لیے ہدایات کو مطلع کرے گی؟
2,miscellaneous,24 گھنٹے 25 منٹ,12 گھنٹے 25 منٹ,6 گھنٹے 25 منٹ,3 گھنٹے 25 منٹ,اونچی لہروں کے درمیان اوسطاً کتنا وقت گزرتا ہے؟
0,miscellaneous,امریکہ کے تجارتی خسارے میں کمی,امریکی ڈالر کی مانگ میں کمی,امریکہ کی برآمدات میں اضافہ,امریکہ کی درآمدات میں اضافہ,ریاست ہائے متحدہ امریکہ میں اس کے تجارتی شراکت داروں کے مقابلے میں حقیقی شرح سود میں اضافے کا سب سے زیادہ امکان درج ذیل میں سے کس کا نتیجہ ہوگا؟
1,miscellaneous,نارتھ اٹلانٹک ٹریٹی آرگنائزیشن (نیٹو) کی باہمی دفاعی دفعات,اقوام متحدہ کی قرارداد جنوبی ویتنام پر شمالی ویتنام کے حملے کی مذمت کرتی ہے۔,کانگریس کی طرف سے خلیج ٹنکن کی قرارداد کی منظوری,کانگریس کی طرف سے جنگ کا اعلان,ویتنام کی جنگ میں امریکہ کی شمولیت میں اضافے کی قانونی بنیاد تھی۔
3,miscellaneous,سان انتونیو اسپرس,بوسٹن برونز,ڈیٹرائٹ ٹائیگرز,نیو یارک جیٹس,الاموڈوم میں کون سی پیشہ ور اسپورٹس ٹیم اپنے گھریلو کھیل کھیلتی ہے؟
3,miscellaneous,رابن کوئورز,جیکی مارٹلنگ,جیکی ریسز,ایلیسن نورس,ہاورڈ اسٹرن کی خاتون آن ایئر سائڈ کِک کا نام کیا ہے؟
1,miscellaneous,1960,1950,1940,1920,اسرائیل کس دہائی میں آزاد ریاست بنا؟
0,miscellaneous,Whipped کریم,شوربہ,پھل,پنیر,کھانا پکانے میں 'au gratin' کی اصطلاح بعض اوقات کسی ڈش کو کس ٹاپنگ کے ساتھ بیان کرنے کے لیے استعمال ہوتی ہے؟
1,miscellaneous,اساتذہ کی تخلیق کردہ تشخیص,مختصر جواب یونٹ کی تشخیص,پورٹ فولیو کی تشخیص,بنیادی تشخیص,پورے تعلیمی سال میں طالب علم کی ڈرافٹنگ کی مہارتوں کی نشوونما کا جائزہ لینے کے لیے درج ذیل میں سے کون سا سب سے مؤثر طریقہ ہے؟
1,miscellaneous,زمین کے مرکز تک,سمندر کے فرش تک,انسانی جسم کے ذریعے,بیرونی خلا کے ذریعے,سائنس فائی فلم 'فینٹاسٹک وائج' میں سیاح کہاں سفر کرتے ہیں؟
2,miscellaneous,ایک لان کو کھادیں,پاؤں بھگو,ایک عمارت کو اڑا دینا,ایک گاڑی کو طاقت دیں,کمپاؤنڈ MgSO4 7H2O کے ساتھ سب سے زیادہ ممکنہ چیز کیا ہوگی؟
0,miscellaneous,البرٹ آئن سٹائین,گلیلیو,ہنری ڈیوڈ تھورو,بینجمن فرینکلن,ڈے لائٹ سیونگ ٹائم کا خیال اصل میں کس نے پیش کیا؟
1,miscellaneous,سور کا گوشت,گائے کا گوشت,چکن,کیکڑے,اگر آپ تھائی ریسٹورنٹ میں 'گائی' مانگیں گے تو آپ کو کیا ملے گا؟
0,miscellaneous,نیلا,کینو,سرخ,سیاہ,جمپر کیبلز کے سیٹ پر کون سا رنگ منفی کنیکٹر کو نامزد کرتا ہے؟
2,miscellaneous,آئی آر ایس,آئی آر اے,EMC,سی این این,ان میں سے کون سا عام طور پر جانا جاتا سرمایہ کاری اکاؤنٹ ہے؟
2,miscellaneous,سرفنگ,سنو بورڈنگ,بائیک چلانا,سکینگ,اگر آپ 'ہاف پائپ' کے اندر 'فکی کی سواری' کر رہے ہیں تو آپ شاید کیا کر رہے ہیں؟
3,miscellaneous,یولیس ایس گرانٹ,سگمنڈ فرائیڈ,تھامس ایڈیسن,مارک ٹوین,ان میں سے کون 20ویں صدی میں زندہ نہیں تھا؟
2,miscellaneous,براؤن,نیلا,جامنی,پیلا,کارٹون کردار مارج سمپسن کے بالوں کا رنگ کیا ہے؟
1,miscellaneous,ٹینسل,سیرسکر,سیلوٹیکس,مخمل,ان میں سے کون سا کپڑا نہیں ہے؟
0,miscellaneous,4:00,400,4,1600,فوجی وقت میں 4:00 بجے کا اظہار کیسے کیا جاتا ہے؟
1,miscellaneous,زمین کی اوزون کی تہہ کی کمی,آتش فشاں سے دھول کے بادل,جیواشم ایندھن سے CO2,ایٹمی جنگ,مندرجہ ذیل میں سے کون سا مستقبل میں زمین کے ماحول کے اوسط درجہ حرارت میں اضافے کا سب سے زیادہ امکان ہے؟
2,miscellaneous,ریاستہائے متحدہ میں ایتھنول ایندھن کے استعمال میں اضافہ,ایمیزون یا کانگو بیسن کے اشنکٹبندیی جنگلات کی بڑے پیمانے پر کٹائی,چٹانی پہاڑوں کی ڈھلوانوں پر مٹی کا کٹاؤ,چلی میں تانبے کی کان کنی,مندرجہ ذیل میں سے کون سی سرگرمیوں کا حیاتیاتی تنوع پر سب سے زیادہ اثر پڑ سکتا ہے؟
3,miscellaneous,بوبی رگس,جان میکنرو,پیٹ سمپراس,جمی کونرز,بلی جین کنگ نے مشہور 'بیٹل آف دی سیکس' ٹینس میچ میں کس کو شکست دی؟
2,miscellaneous,گبرو کا بنا ہوا مجسمہ,سنگ مرمر کا بنا ہوا مقبرہ,سلیٹ سے بنی چھت,گرینائٹ سے بنی ایک یادگار,مندرجہ ذیل میں سے کون سا ڈھانچہ تیزاب کی بارش سے ہونے والے نقصان کے لیے سب سے زیادہ حساس ہے؟
0,miscellaneous,ڈک ڈسٹارڈلی,مسٹر ہووپی,مٹلی,اوور کیٹ,کارٹون سپر ہیرو انڈر ڈاگ کا دشمن کون ہے؟
2,miscellaneous,تل,بکری,لاما,اونٹ,موہیر کس جانور کے اون سے بنتا ہے؟
1,miscellaneous,"200,000 سال پہلے",65 ملین سال پہلے,540 ملین سال پہلے,3 ارب سال پہلے,برجیس شیل کینیڈا میں ایک چٹان کی تشکیل ہے جس میں کیمبرین دور کے فوسلز کی ایک بڑی تعداد شاندار تفصیل کے ساتھ محفوظ ہے۔ جدید فائیلا کے بہت سے قدیم ارکان، بشمول آرتھروپڈس، مولسکس، اور کورڈیٹس، اس خطے میں سامنے آنے والے فوسلز میں پائے جا سکتے ہیں۔ ان فوسلز کی بنیاد پر یہ نتیجہ اخذ کیا جا سکتا ہے کہ حیوانی زندگی کے زیادہ تر جدید گروہ پہلی بار تقریباً ظاہر ہوئے
0,miscellaneous,مربع رقص,لومڑی,ٹینگو,والٹز,موسیقاروں کے اسٹراس خاندان نے کس رقص کو مقبول بنایا؟
0,miscellaneous,بارھواں,گیارہویں,دسویں,نویں,Ludwig Van Beethoven کی آخری سمفنی کیا تھی؟
1,miscellaneous,تاثر پرستی,جامد زندگی,کیریکیچر,زمین کی تزئین,ایک پورٹریٹ جو مزاحیہ طور پر کسی شخص کی جسمانی خصوصیات کو بڑھا چڑھا کر پیش کرتا ہے اسے کیا کہتے ہیں؟
3,miscellaneous,اچھا بیچنے والوں کی مدد کریں۔,اچھے خریداروں کی مدد کریں۔,مارکیٹ میں قلت کو دور کریں۔,مارکیٹ میں سرپلس کو ختم کریں۔,حکومت کسی اچھی چیز کے لیے مارکیٹ میں قیمت کی منزل قائم کرتی ہے۔
3,miscellaneous,پسلی کے پنجرے کو آرام دے کر اور اچھی کرنسی کو برقرار رکھتے ہوئے اپنی آواز کو پروجیکٹ کریں۔,اپنے اہم نکات کو کاغذ سے براہ راست پڑھ کر ان پر زور دیں۔,مبالغہ آمیز باڈی لینگویج کے ساتھ اپنے سامعین کو محظوظ کریں۔,کمرے کے پچھلے حصے میں لوگوں سے آنکھ ملا کر اپنے سامعین کو مشغول کریں۔,ایک طالب علم کلاس کے سامنے کھڑا پریزنٹیشن دے رہا ہے۔ کمرے کے پچھلے حصے میں کچھ طلباء نوٹ کرتے ہیں کہ انہیں یہ سننے میں پریشانی ہو رہی ہے کہ پیش کنندہ کیا کہہ رہا ہے۔ پیش کنندہ کے لیے درج ذیل میں سے کون سی تجاویز اس مسئلے کو بہتر طور پر حل کرے گی؟
3,miscellaneous,شخصیت سازی,فلیش بیک,ستم ظریفی,پیش گوئی کرنا,Zora Neale Hurston's Their Eyes Were Watching God کا ایک حوالہ درج ذیل ہے۔ لوگوں نے اسے آتے دیکھا کیونکہ سورج ڈوب رہا تھا۔ سورج ڈھل چکا تھا لیکن اس نے آسمان پر اپنے قدموں کے نشان چھوڑے تھے۔ سڑک کے کنارے برآمدے پر بیٹھنے کا وقت تھا۔ یہ باتیں سننے اور بات کرنے کا وقت تھا۔ یہ بیٹھنے والے دن بھر بے زبان، کانوں کے بغیر، بے آنکھوں سہولتوں سے محروم رہے۔ خچر اور دوسرے درندوں نے ان کی کھالوں پر قبضہ کر رکھا تھا۔ لیکن اب، سورج اور مالک چلے گئے تھے، لہذا کھالیں طاقتور اور انسانی محسوس ہوئیں. وہ آوازوں اور چھوٹی چیزوں کے مالک بن گئے۔ انہوں نے قوموں کو ان کے منہ سے گزارا۔ وہ فیصلے پر بیٹھ گئے۔ دوسرے جملے میں سورج کی تفصیل مندرجہ ذیل میں سے کون سے ادبی آلات پر مشتمل ہے؟
3,miscellaneous,شامل کرنا,کنویکشن,تابکاری,ترسیل,ان میں سے کون سا گرمی کی منتقلی کے 3 طریقوں میں سے ایک نہیں ہے؟
2,miscellaneous,گوشت کے قطرے,چاکلیٹ,دودھ,انڈے,یارکشائر پڈنگ میں ان میں سے کون سا جزو نہیں ہے؟
3,miscellaneous,ایک گرامر گائیڈ,ایک لغت,ایک تھیسورس,ایک لغت,"اینا کو لگتا ہے کہ وہ اپنی داستان میں ""کون"" اور ""کس"" کو الجھا رہی ہے۔ وہ اپنی غلطی کو سدھارنا چاہتی ہے۔ مندرجہ ذیل میں سے کون سا حوالہ جاتی مواد انا کو ایسے کام کو پورا کرنے میں بہترین مدد کرے گا؟"
1,miscellaneous,زائر,پیرو,انڈیا,فرانس,مرغی سب سے پہلے کہاں پالی گئی تھی؟
1,miscellaneous,ہوور ڈیم,جھیل میڈ,Pikes چوٹی,لبریس میوزیم,مندرجہ ذیل میں سے کون نیواڈا میں نہیں ہے؟
2,miscellaneous,پیٹر یارو,جان بیز,ووڈی گتھری,باب ڈیلن,کس مشہور لوک سنگر نے 1965 میں انسٹی ٹیوٹ فار دی اسٹڈی آف نان وائلنس کی بنیاد رکھی؟
1,miscellaneous,پلوٹو,نیپچون,زحل,مشتری,فوبی ڈیون اور ہیلین کس سیارے کے چاند ہیں؟
1,miscellaneous,ڈی ایل جے ڈائریکٹ,ڈیٹیک آن لائن,ایڈجیٹل,ای*ٹریڈ,ان میں سے کون سی کمپنی آن لائن اسٹاک بروکریج نہیں ہے؟
3,miscellaneous,گانٹھ گریوی,چاند کی اکائی,احمد,ڈویزیل,ان میں سے کون سا راک موسیقار فرینک زپا کے بچوں میں سے کسی کا نام نہیں ہے؟
0,miscellaneous,$125,75 سینٹ,10 سینٹ,5 سینٹ,مونگ پھلی کا کردار لوسی اپنے نفسیاتی مشورے کے لیے کتنا معاوضہ لیتا ہے؟
1,miscellaneous,مواد کو استعمال کرنے سے پہلے ایک مستند زہریلے ماہر سے چیک کریں۔,اس بات کو یقینی بنائیں کہ پروڈکٹ استعمال کرتے وقت کوئی بچہ موجود نہ ہو۔,پروڈکٹ کا لیبل پڑھنا اور لیبل کی ہدایات کے مطابق آگے بڑھنا,استعمال کرنے کے لیے ایک غیر زہریلا پروڈکٹ تلاش کرنا اور آرٹ سازی کے عمل کو ضرورت کے مطابق ڈھالنا,کسی ایسے فنکار کے لیے درج ذیل میں سے کون سا سب سے زیادہ معقول اقدام ہے جس کے کام کے لیے مخصوص مضر مصنوعات کے استعمال کی ضرورت ہوتی ہے؟
0,miscellaneous,ٹام انگوٹھا,جیک سپریٹ,متجسس جارج,ننھا مرغ,بچوں کی کہانی کی کتاب کا کون سا کردار مانتا ہے کہ آسمان گر رہا ہے؟
0,miscellaneous,بجنا,accordion,کازو,ukulele,پاپ آئیکون ٹنی ٹم کون سا ساز بجانے کے لیے مشہور تھا؟
0,miscellaneous,بادشاہی,فیلم,کلاس,ڈومین,درج ذیل میں سے کون سا درجہ اعلیٰ درجہ کا درجہ بندی ہے؟
0,miscellaneous,دو گھنٹے پیچھے,دو گھنٹے آگے,ایک گھنٹہ پیچھے,ایک گھنٹہ آگے,جب موسم بہار میں دن کی روشنی بچانے کا وقت آتا ہے تو زیادہ تر امریکی اپنی گھڑیاں کیسے موڑتے ہیں؟
2,miscellaneous,کرسچن ڈائر,ڈونا کرن,ہیلمٹ لینگ,لورا ایشلے,ان میں سے کون سا فیشن ڈیزائنر امریکہ میں پیدا ہوا؟
